filename;category;target;fold;aug
1-32318-A-0_shift_bwd.png;dog;0;1;shift_bwd
1-32318-A-0_pitch_up.png;dog;0;1;pitch_up
1-32318-A-0_pitch_down.png;dog;0;1;pitch_down
1-32318-A-0_speed_up.png;dog;0;1;speed_up
1-32318-A-0_speed_down.png;dog;0;1;speed_down
1-32318-A-0_pitch_up2.png;dog;0;1;pitch_up2
1-32318-A-0_noise_heavy.png;dog;0;1;noise_heavy
1-59513-A-0_original.png;dog;0;1;original
1-59513-A-0_noise.png;dog;0;1;noise
1-59513-A-0_shift_fwd.png;dog;0;1;shift_fwd
1-59513-A-0_shift_bwd.png;dog;0;1;shift_bwd
1-59513-A-0_pitch_up.png;dog;0;1;pitch_up
1-59513-A-0_pitch_down.png;dog;0;1;pitch_down
1-59513-A-0_speed_up.png;dog;0;1;speed_up
1-59513-A-0_speed_down.png;dog;0;1;speed_down
1-59513-A-0_pitch_up2.png;dog;0;1;pitch_up2
1-59513-A-0_noise_heavy.png;dog;0;1;noise_heavy
1-85362-A-0_original.png;dog;0;1;original
1-85362-A-0_noise.png;dog;0;1;noise
1-85362-A-0_shift_fwd.png;dog;0;1;shift_fwd
1-85362-A-0_shift_bwd.png;dog;0;1;shift_bwd
1-85362-A-0_pitch_up.png;dog;0;1;pitch_up
1-85362-A-0_pitch_down.png;dog;0;1;pitch_down
1-85362-A-0_speed_up.png;dog;0;1;speed_up
1-85362-A-0_speed_down.png;dog;0;1;speed_down
1-85362-A-0_pitch_up2.png;dog;0;1;pitch_up2
1-85362-A-0_noise_heavy.png;dog;0;1;noise_heavy
1-97392-A-0_original.png;dog;0;1;original
1-97392-A-0_noise.png;dog;0;1;noise
1-97392-A-0_shift_fwd.png;dog;0;1;shift_fwd
1-97392-A-0_shift_bwd.png;dog;0;1;shift_bwd
1-97392-A-0_pitch_up.png;dog;0;1;pitch_up
1-97392-A-0_pitch_down.png;dog;0;1;pitch_down
1-97392-A-0_speed_up.png;dog;0;1;speed_up
1-97392-A-0_speed_down.png;dog;0;1;speed_down
1-97392-A-0_pitch_up2.png;dog;0;1;pitch_up2
1-97392-A-0_noise_heavy.png;dog;0;1;noise_heavy
2-114280-A-0_original.png;dog;0;2;original
2-114280-A-0_noise.png;dog;0;2;noise
2-114280-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-114280-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-114280-A-0_pitch_up.png;dog;0;2;pitch_up
2-114280-A-0_pitch_down.png;dog;0;2;pitch_down
2-114280-A-0_speed_up.png;dog;0;2;speed_up
2-114280-A-0_speed_down.png;dog;0;2;speed_down
2-114280-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-114280-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-114587-A-0_original.png;dog;0;2;original
2-114587-A-0_noise.png;dog;0;2;noise
2-114587-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-114587-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-114587-A-0_pitch_up.png;dog;0;2;pitch_up
2-114587-A-0_pitch_down.png;dog;0;2;pitch_down
2-114587-A-0_speed_up.png;dog;0;2;speed_up
2-114587-A-0_speed_down.png;dog;0;2;speed_down
2-114587-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-114587-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-116400-A-0_original.png;dog;0;2;original
2-116400-A-0_noise.png;dog;0;2;noise
2-116400-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-116400-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-116400-A-0_pitch_up.png;dog;0;2;pitch_up
2-116400-A-0_pitch_down.png;dog;0;2;pitch_down
2-116400-A-0_speed_up.png;dog;0;2;speed_up
2-116400-A-0_speed_down.png;dog;0;2;speed_down
2-116400-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-116400-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-117271-A-0_original.png;dog;0;2;original
2-117271-A-0_noise.png;dog;0;2;noise
2-117271-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-117271-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-117271-A-0_pitch_up.png;dog;0;2;pitch_up
2-117271-A-0_pitch_down.png;dog;0;2;pitch_down
2-117271-A-0_speed_up.png;dog;0;2;speed_up
2-117271-A-0_speed_down.png;dog;0;2;speed_down
2-117271-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-117271-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-118072-A-0_original.png;dog;0;2;original
2-118072-A-0_noise.png;dog;0;2;noise
2-118072-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-118072-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-118072-A-0_pitch_up.png;dog;0;2;pitch_up
2-118072-A-0_pitch_down.png;dog;0;2;pitch_down
2-118072-A-0_speed_up.png;dog;0;2;speed_up
2-118072-A-0_speed_down.png;dog;0;2;speed_down
2-118072-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-118072-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-118964-A-0_original.png;dog;0;2;original
2-118964-A-0_noise.png;dog;0;2;noise
2-118964-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-118964-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-118964-A-0_pitch_up.png;dog;0;2;pitch_up
2-118964-A-0_pitch_down.png;dog;0;2;pitch_down
2-118964-A-0_speed_up.png;dog;0;2;speed_up
2-118964-A-0_speed_down.png;dog;0;2;speed_down
2-118964-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-118964-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-122104-A-0_original.png;dog;0;2;original
2-122104-A-0_noise.png;dog;0;2;noise
2-122104-A-0_shift_fwd.png;dog;0;2;shift_fwd
2-122104-A-0_shift_bwd.png;dog;0;2;shift_bwd
2-122104-A-0_pitch_up.png;dog;0;2;pitch_up
2-122104-A-0_pitch_down.png;dog;0;2;pitch_down
2-122104-A-0_speed_up.png;dog;0;2;speed_up
2-122104-A-0_speed_down.png;dog;0;2;speed_down
2-122104-A-0_pitch_up2.png;dog;0;2;pitch_up2
2-122104-A-0_noise_heavy.png;dog;0;2;noise_heavy
2-122104-B-0_original.png;dog;0;2;original
2-122104-B-0_noise.png;dog;0;2;noise
2-122104-B-0_shift_fwd.png;dog;0;2;shift_fwd
2-122104-B-0_shift_bwd.png;dog;0;2;shift_bwd
2-122104-B-0_pitch_up.png;dog;0;2;pitch_up
2-122104-B-0_pitch_down.png;dog;0;2;pitch_down
2-122104-B-0_speed_up.png;dog;0;2;speed_up
2-122104-B-0_speed_down.png;dog;0;2;speed_down
2-122104-B-0_pitch_up2.png;dog;0;2;pitch_up2
2-122104-B-0_noise_heavy.png;dog;0;2;noise_heavy
3-136288-A-0_original.png;dog;0;3;original
3-136288-A-0_noise.png;dog;0;3;noise
3-136288-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-136288-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-136288-A-0_pitch_up.png;dog;0;3;pitch_up
3-136288-A-0_pitch_down.png;dog;0;3;pitch_down
3-136288-A-0_speed_up.png;dog;0;3;speed_up
3-136288-A-0_speed_down.png;dog;0;3;speed_down
3-136288-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-136288-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-144028-A-0_original.png;dog;0;3;original
3-144028-A-0_noise.png;dog;0;3;noise
3-144028-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-144028-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-144028-A-0_pitch_up.png;dog;0;3;pitch_up
3-144028-A-0_pitch_down.png;dog;0;3;pitch_down
3-144028-A-0_speed_up.png;dog;0;3;speed_up
3-144028-A-0_speed_down.png;dog;0;3;speed_down
3-144028-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-144028-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-155312-A-0_original.png;dog;0;3;original
3-155312-A-0_noise.png;dog;0;3;noise
3-155312-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-155312-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-155312-A-0_pitch_up.png;dog;0;3;pitch_up
3-155312-A-0_pitch_down.png;dog;0;3;pitch_down
3-155312-A-0_speed_up.png;dog;0;3;speed_up
3-155312-A-0_speed_down.png;dog;0;3;speed_down
3-155312-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-155312-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-157695-A-0_original.png;dog;0;3;original
3-157695-A-0_noise.png;dog;0;3;noise
3-157695-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-157695-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-157695-A-0_pitch_up.png;dog;0;3;pitch_up
3-157695-A-0_pitch_down.png;dog;0;3;pitch_down
3-157695-A-0_speed_up.png;dog;0;3;speed_up
3-157695-A-0_speed_down.png;dog;0;3;speed_down
3-157695-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-157695-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-163459-A-0_original.png;dog;0;3;original
3-163459-A-0_noise.png;dog;0;3;noise
3-163459-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-163459-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-163459-A-0_pitch_up.png;dog;0;3;pitch_up
3-163459-A-0_pitch_down.png;dog;0;3;pitch_down
3-163459-A-0_speed_up.png;dog;0;3;speed_up
3-163459-A-0_speed_down.png;dog;0;3;speed_down
3-163459-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-163459-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-170015-A-0_original.png;dog;0;3;original
3-170015-A-0_noise.png;dog;0;3;noise
3-170015-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-170015-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-170015-A-0_pitch_up.png;dog;0;3;pitch_up
3-170015-A-0_pitch_down.png;dog;0;3;pitch_down
3-170015-A-0_speed_up.png;dog;0;3;speed_up
3-170015-A-0_speed_down.png;dog;0;3;speed_down
3-170015-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-170015-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-180256-A-0_original.png;dog;0;3;original
3-180256-A-0_noise.png;dog;0;3;noise
3-180256-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-180256-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-180256-A-0_pitch_up.png;dog;0;3;pitch_up
3-180256-A-0_pitch_down.png;dog;0;3;pitch_down
3-180256-A-0_speed_up.png;dog;0;3;speed_up
3-180256-A-0_speed_down.png;dog;0;3;speed_down
3-180256-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-180256-A-0_noise_heavy.png;dog;0;3;noise_heavy
3-180977-A-0_original.png;dog;0;3;original
3-180977-A-0_noise.png;dog;0;3;noise
3-180977-A-0_shift_fwd.png;dog;0;3;shift_fwd
3-180977-A-0_shift_bwd.png;dog;0;3;shift_bwd
3-180977-A-0_pitch_up.png;dog;0;3;pitch_up
3-180977-A-0_pitch_down.png;dog;0;3;pitch_down
3-180977-A-0_speed_up.png;dog;0;3;speed_up
3-180977-A-0_speed_down.png;dog;0;3;speed_down
3-180977-A-0_pitch_up2.png;dog;0;3;pitch_up2
3-180977-A-0_noise_heavy.png;dog;0;3;noise_heavy
4-182395-A-0_original.png;dog;0;4;original
4-182395-A-0_noise.png;dog;0;4;noise
4-182395-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-182395-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-182395-A-0_pitch_up.png;dog;0;4;pitch_up
4-182395-A-0_pitch_down.png;dog;0;4;pitch_down
4-182395-A-0_speed_up.png;dog;0;4;speed_up
4-182395-A-0_speed_down.png;dog;0;4;speed_down
4-182395-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-182395-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-183992-A-0_original.png;dog;0;4;original
4-183992-A-0_noise.png;dog;0;4;noise
4-183992-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-183992-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-183992-A-0_pitch_up.png;dog;0;4;pitch_up
4-183992-A-0_pitch_down.png;dog;0;4;pitch_down
4-183992-A-0_speed_up.png;dog;0;4;speed_up
4-183992-A-0_speed_down.png;dog;0;4;speed_down
4-183992-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-183992-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-184575-A-0_original.png;dog;0;4;original
4-184575-A-0_noise.png;dog;0;4;noise
4-184575-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-184575-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-184575-A-0_pitch_up.png;dog;0;4;pitch_up
4-184575-A-0_pitch_down.png;dog;0;4;pitch_down
4-184575-A-0_speed_up.png;dog;0;4;speed_up
4-184575-A-0_speed_down.png;dog;0;4;speed_down
4-184575-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-184575-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-191687-A-0_original.png;dog;0;4;original
4-191687-A-0_noise.png;dog;0;4;noise
4-191687-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-191687-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-191687-A-0_pitch_up.png;dog;0;4;pitch_up
4-191687-A-0_pitch_down.png;dog;0;4;pitch_down
4-191687-A-0_speed_up.png;dog;0;4;speed_up
4-191687-A-0_speed_down.png;dog;0;4;speed_down
4-191687-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-191687-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-192236-A-0_original.png;dog;0;4;original
4-192236-A-0_noise.png;dog;0;4;noise
4-192236-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-192236-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-192236-A-0_pitch_up.png;dog;0;4;pitch_up
4-192236-A-0_pitch_down.png;dog;0;4;pitch_down
4-192236-A-0_speed_up.png;dog;0;4;speed_up
4-192236-A-0_speed_down.png;dog;0;4;speed_down
4-192236-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-192236-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-194754-A-0_original.png;dog;0;4;original
4-194754-A-0_noise.png;dog;0;4;noise
4-194754-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-194754-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-194754-A-0_pitch_up.png;dog;0;4;pitch_up
4-194754-A-0_pitch_down.png;dog;0;4;pitch_down
4-194754-A-0_speed_up.png;dog;0;4;speed_up
4-194754-A-0_speed_down.png;dog;0;4;speed_down
4-194754-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-194754-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-199261-A-0_original.png;dog;0;4;original
4-199261-A-0_noise.png;dog;0;4;noise
4-199261-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-199261-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-199261-A-0_pitch_up.png;dog;0;4;pitch_up
4-199261-A-0_pitch_down.png;dog;0;4;pitch_down
4-199261-A-0_speed_up.png;dog;0;4;speed_up
4-199261-A-0_speed_down.png;dog;0;4;speed_down
4-199261-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-199261-A-0_noise_heavy.png;dog;0;4;noise_heavy
4-207124-A-0_original.png;dog;0;4;original
4-207124-A-0_noise.png;dog;0;4;noise
4-207124-A-0_shift_fwd.png;dog;0;4;shift_fwd
4-207124-A-0_shift_bwd.png;dog;0;4;shift_bwd
4-207124-A-0_pitch_up.png;dog;0;4;pitch_up
4-207124-A-0_pitch_down.png;dog;0;4;pitch_down
4-207124-A-0_speed_up.png;dog;0;4;speed_up
4-207124-A-0_speed_down.png;dog;0;4;speed_down
4-207124-A-0_pitch_up2.png;dog;0;4;pitch_up2
4-207124-A-0_noise_heavy.png;dog;0;4;noise_heavy
5-203128-A-0_original.png;dog;0;5;original
5-203128-A-0_noise.png;dog;0;5;noise
5-203128-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-203128-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-203128-A-0_pitch_up.png;dog;0;5;pitch_up
5-203128-A-0_pitch_down.png;dog;0;5;pitch_down
5-203128-A-0_speed_up.png;dog;0;5;speed_up
5-203128-A-0_speed_down.png;dog;0;5;speed_down
5-203128-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-203128-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-203128-B-0_original.png;dog;0;5;original
5-203128-B-0_noise.png;dog;0;5;noise
5-203128-B-0_shift_fwd.png;dog;0;5;shift_fwd
5-203128-B-0_shift_bwd.png;dog;0;5;shift_bwd
5-203128-B-0_pitch_up.png;dog;0;5;pitch_up
5-203128-B-0_pitch_down.png;dog;0;5;pitch_down
5-203128-B-0_speed_up.png;dog;0;5;speed_up
5-203128-B-0_speed_down.png;dog;0;5;speed_down
5-203128-B-0_pitch_up2.png;dog;0;5;pitch_up2
5-203128-B-0_noise_heavy.png;dog;0;5;noise_heavy
5-208030-A-0_original.png;dog;0;5;original
5-208030-A-0_noise.png;dog;0;5;noise
5-208030-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-208030-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-208030-A-0_pitch_up.png;dog;0;5;pitch_up
5-208030-A-0_pitch_down.png;dog;0;5;pitch_down
5-208030-A-0_speed_up.png;dog;0;5;speed_up
5-208030-A-0_speed_down.png;dog;0;5;speed_down
5-208030-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-208030-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-212454-A-0_original.png;dog;0;5;original
5-212454-A-0_noise.png;dog;0;5;noise
5-212454-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-212454-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-212454-A-0_pitch_up.png;dog;0;5;pitch_up
5-212454-A-0_pitch_down.png;dog;0;5;pitch_down
5-212454-A-0_speed_up.png;dog;0;5;speed_up
5-212454-A-0_speed_down.png;dog;0;5;speed_down
5-212454-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-212454-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-213855-A-0_original.png;dog;0;5;original
5-213855-A-0_noise.png;dog;0;5;noise
5-213855-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-213855-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-213855-A-0_pitch_up.png;dog;0;5;pitch_up
5-213855-A-0_pitch_down.png;dog;0;5;pitch_down
5-213855-A-0_speed_up.png;dog;0;5;speed_up
5-213855-A-0_speed_down.png;dog;0;5;speed_down
5-213855-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-213855-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-217158-A-0_original.png;dog;0;5;original
5-217158-A-0_noise.png;dog;0;5;noise
5-217158-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-217158-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-217158-A-0_pitch_up.png;dog;0;5;pitch_up
5-217158-A-0_pitch_down.png;dog;0;5;pitch_down
5-217158-A-0_speed_up.png;dog;0;5;speed_up
5-217158-A-0_speed_down.png;dog;0;5;speed_down
5-217158-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-217158-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-231762-A-0_original.png;dog;0;5;original
5-231762-A-0_noise.png;dog;0;5;noise
5-231762-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-231762-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-231762-A-0_pitch_up.png;dog;0;5;pitch_up
5-231762-A-0_pitch_down.png;dog;0;5;pitch_down
5-231762-A-0_speed_up.png;dog;0;5;speed_up
5-231762-A-0_speed_down.png;dog;0;5;speed_down
5-231762-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-231762-A-0_noise_heavy.png;dog;0;5;noise_heavy
5-9032-A-0_original.png;dog;0;5;original
5-9032-A-0_noise.png;dog;0;5;noise
5-9032-A-0_shift_fwd.png;dog;0;5;shift_fwd
5-9032-A-0_shift_bwd.png;dog;0;5;shift_bwd
5-9032-A-0_pitch_up.png;dog;0;5;pitch_up
5-9032-A-0_pitch_down.png;dog;0;5;pitch_down
5-9032-A-0_speed_up.png;dog;0;5;speed_up
5-9032-A-0_speed_down.png;dog;0;5;speed_down
5-9032-A-0_pitch_up2.png;dog;0;5;pitch_up2
5-9032-A-0_noise_heavy.png;dog;0;5;noise_heavy
1-121951-A-8_original.png;sheep;1;1;original
1-121951-A-8_noise.png;sheep;1;1;noise
1-121951-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-121951-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-121951-A-8_pitch_up.png;sheep;1;1;pitch_up
1-121951-A-8_pitch_down.png;sheep;1;1;pitch_down
1-121951-A-8_speed_up.png;sheep;1;1;speed_up
1-121951-A-8_speed_down.png;sheep;1;1;speed_down
1-121951-A-8_pitch_up2.png;sheep;1;1;pitch_up2
1-121951-A-8_noise_heavy.png;sheep;1;1;noise_heavy
1-196660-A-8_original.png;sheep;1;1;original
1-196660-A-8_noise.png;sheep;1;1;noise
1-196660-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-196660-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-196660-A-8_pitch_up.png;sheep;1;1;pitch_up
1-196660-A-8_pitch_down.png;sheep;1;1;pitch_down
1-196660-A-8_speed_up.png;sheep;1;1;speed_up
1-196660-A-8_speed_down.png;sheep;1;1;speed_down
1-196660-A-8_pitch_up2.png;sheep;1;1;pitch_up2
1-196660-A-8_noise_heavy.png;sheep;1;1;noise_heavy
1-196660-B-8_original.png;sheep;1;1;original
1-196660-B-8_noise.png;sheep;1;1;noise
1-196660-B-8_shift_fwd.png;sheep;1;1;shift_fwd
1-196660-B-8_shift_bwd.png;sheep;1;1;shift_bwd
1-196660-B-8_pitch_up.png;sheep;1;1;pitch_up
1-196660-B-8_pitch_down.png;sheep;1;1;pitch_down
1-196660-B-8_speed_up.png;sheep;1;1;speed_up
1-196660-B-8_speed_down.png;sheep;1;1;speed_down
1-196660-B-8_pitch_up2.png;sheep;1;1;pitch_up2
1-196660-B-8_noise_heavy.png;sheep;1;1;noise_heavy
1-49409-A-8_original.png;sheep;1;1;original
1-49409-A-8_noise.png;sheep;1;1;noise
1-49409-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-49409-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-49409-A-8_pitch_up.png;sheep;1;1;pitch_up
1-49409-A-8_pitch_down.png;sheep;1;1;pitch_down
1-49409-A-8_speed_up.png;sheep;1;1;speed_up
1-49409-A-8_speed_down.png;sheep;1;1;speed_down
1-49409-A-8_pitch_up2.png;sheep;1;1;pitch_up2
1-49409-A-8_noise_heavy.png;sheep;1;1;noise_heavy
1-49409-B-8_original.png;sheep;1;1;original
1-49409-B-8_noise.png;sheep;1;1;noise
1-49409-B-8_shift_fwd.png;sheep;1;1;shift_fwd
1-49409-B-8_shift_bwd.png;sheep;1;1;shift_bwd
1-49409-B-8_pitch_up.png;sheep;1;1;pitch_up
1-49409-B-8_pitch_down.png;sheep;1;1;pitch_down
1-49409-B-8_speed_up.png;sheep;1;1;speed_up
1-49409-B-8_speed_down.png;sheep;1;1;speed_down
1-49409-B-8_pitch_up2.png;sheep;1;1;pitch_up2
1-49409-B-8_noise_heavy.png;sheep;1;1;noise_heavy
1-57795-A-8_original.png;sheep;1;1;original
1-57795-A-8_noise.png;sheep;1;1;noise
1-57795-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-57795-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-57795-A-8_pitch_up.png;sheep;1;1;pitch_up
1-57795-A-8_pitch_down.png;sheep;1;1;pitch_down
1-57795-A-8_speed_up.png;sheep;1;1;speed_up
1-57795-A-8_speed_down.png;sheep;1;1;speed_down
1-57795-A-8_pitch_up2.png;sheep;1;1;pitch_up2
1-57795-A-8_noise_heavy.png;sheep;1;1;noise_heavy
1-75190-A-8_original.png;sheep;1;1;original
1-75190-A-8_noise.png;sheep;1;1;noise
1-75190-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-75190-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-75190-A-8_pitch_up.png;sheep;1;1;pitch_up
1-75190-A-8_pitch_down.png;sheep;1;1;pitch_down
1-75190-A-8_speed_up.png;sheep;1;1;speed_up
1-75190-A-8_speed_down.png;sheep;1;1;speed_down
1-75190-A-8_pitch_up2.png;sheep;1;1;pitch_up2
1-75190-A-8_noise_heavy.png;sheep;1;1;noise_heavy
1-88574-A-8_original.png;sheep;1;1;original
1-88574-A-8_noise.png;sheep;1;1;noise
1-88574-A-8_shift_fwd.png;sheep;1;1;shift_fwd
1-88574-A-8_shift_bwd.png;sheep;1;1;shift_bwd
1-88574-A-8_pitch_up.png;sheep;1;1;pitch_up
1-88574-A-8_pitch_down.png;sheep;1;1;pitch_down
1-88574-A-8_speed_up.png;sheep;1;1;speed_up
1-88574-A-8_speed_down.png;sheep;1;1;speed_down
1-88574-A-8_pitch_up2.png;sheep;1;1;pitch_up2
